"id","law_id","seq","text","status","responsible","frequency","documents","note","evaluated_by","evaluated_at","evidence_url","evidence_label","from_related_law","from_law_url","from_law_confidence","ref_answers"
"255","35","0","ข้อ 3 ยกเลิกประกาศกระทรวงสาธารณสุข เรื่อง ชื่อหรืออาการสำคัญของโรคจากการประกอบอาชีพ พ.ศ. 2563 (ลงวันที่ 29 ธันวาคม 2563)","met",,,,,,,,,,,,"[]"
"256","35","1","ข้อ 4 กำหนดให้โรคหรืออาการสำคัญดังต่อไปนี้เป็นโรคจากการประกอบอาชีพ
(1) โรคหรืออาการที่เกิดจากตะกั่วหรือสารประกอบของตะกั่ว
(2) โรคหรืออาการที่เกิดจากฝุ่นซิลิกา (รวมถึงโรคซิลิโคสิสและมะเร็งปอด)
(3) โรคหรืออาการที่เกิดจากภาวะอับอากาศ
(4) โรคหรืออาการที่เกิดจากแอสเบสตอส (แร่ใยหิน) หรือโรคมะเร็งที่เกิดจากแอสเบสตอส (รวมถึงแอสเบสโตสิส ภาวะเยื่อหุ้มปอดหนากระจาย โรคมะเร็งเยื่อหุ้มปอด และมะเร็งปอด)
(5) โรคหรืออาการที่เกิดจากพิษจากสารกำจัดศัตรูพืช (กลุ่มออร์กาโนฟอสเฟตหรือคาร์บาเมต, สารพาราควอต, สารไกลโฟเสท, สารเอทอิลีนบิสไดโทโอคาร์บาเมต, กลุ่มเบนซิมิตาโซล)
(6) โรคหรืออาการที่เกิดจากรังสีแตกตัวหรือจากรังสีชนิดก่อไอออน (รวมถึงอาการผิดปกติเฉียบพลันจากรังสี อาการบาดเจ็บเฉพาะที่จากรังสี และอาการที่เกิดในระยะยาว)","met",,,,,,,,,,,,"[]"
"274","39","0","มาตรา ๖ พระราชบัญญัตินี้ไม่ใช้บังคับแก่น้ำมันเชื้อเพลิงที่ใช้ในราชการทหารโดยเฉพาะ แต่ให้นำหลักเกณฑ์และวิธีการตามที่กำหนดในพระราชบัญญัตินี้ไปเป็นแนวทางในการดำเนินงาน
 มาตรา ๗ เพื่อประโยชน์แก่การป้องกันหรือระงับเหตุเดือดร้อนรำคาญหรือความเสียหายหรืออันตรายที่จะมีผลกระทบต่อบุคคล สัตว์ พืช ทรัพย์ หรือสิ่งแวดล้อมหรือการกำหนดแนวทางหรือลักษณะการดำเนินการเกี่ยวกับการควบคุมน้ำมันเชื้อเพลิงให้สอดคล้องกับสภาพเศรษฐกิจและสังคม ให้รัฐมนตรีมีอำนาจออกกฎกระทรวงดังต่อไปนี้
(๑) กำหนดการเก็บรักษา การขนส่ง การใช้ การจำหน่าย การแบ่งบรรจุน้ำมันเชื้อเพลิง และการควบคุมอื่นใดเกี่ยวกับน้ำมันเชื้อเพลิง
(๒) กำหนดที่ตั้ง แผนผัง รูปแบบ และลักษณะของสถานที่เก็บรักษาน้ำมันเชื้อเพลิง สถานีบริการน้ำมันเชื้อเพลิง และคลังน้ำมันเชื้อเพลิง และการบำรุงรักษาสถานที่ดังกล่าว
(๓) กำหนดลักษณะของถังหรือภาชนะที่ใช้ในการบรรจุหรือขนส่ง และการบำรุงรักษาถังหรือภาชนะดังกล่าว
(๔) กำหนดคุณสมบัติและการฝึกอบรมผู้ปฏิบัติงานเกี่ยวกับการควบคุมน้ำมันเชื้อเพลิง","met",,,,,,,,,,,,"[]"
"478","96","4","จัดทำมาตรการรักษาความมั่นคงปลอดภัยของข้อมูลส่วนบุคคล","met",,,,,,,,,,,,"[]"
"483","101","0","กำหนดให้ผู้เกี่ยวข้องลงนามในบันทึกข้อตกลงรักษาความลับ (NDA)","met",,,,,,,,,,,,"[]"
"245","29","0","(ข้อ 7) หลักสูตรฝึกอบรมด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน สําหรับลูกจ้างทั่วไป
และลูกจ้างเข้าทํางานใหม่ มีระยะเวลาการฝึกอบรม 6 ชั่วโมง ประกอบด้วยหัวข้อวิชา
       (1) ความรู้เกี่ยวกับความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน ระยะเวลา 1 ชั่วโมง 30 นาที
       (2) กฎหมายความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน ระยะเวลา 1 ชั่วโมง 30 นาที
       (3) คู่มือว่าด้วยความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานของหน่วยงาน ระยะเวลา 3 ชั่วโมง
     ลูกจ้างที่ผ่านการอบรมตามวรรคหนึ่งจากสถานประกอบกิจการเดิมแล้ว ให้ฝึกอบรมเฉพาะ (3) เท่านั้น
(ข้อ 8) หลักสูตรฝึกอบรมด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางาน สําหรับลูกจ้างเปลี่ยนงาน เปลี่ยนสถานที่ทํางาน หรือเปลี่ยนแปลงเครื่องจักรหรืออุปกรณ์ซึ่งมีปัจจัยเสี่ยง แตกต่างไปจากเดิม มีระยะเวลา
การฝึกอบรม 3 ชั่วโมง ประกอบด้วยหัวข้อวิชา
       (1) ปัจจัยเสี่ยงจากการทํางาน ระยะเวลา 1 ชั่วโมง 30 นาที
       (2) คู่มือว่าด้วยความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทํางานของหน่วยงาน ระยะเวลา 1 ชั่วโมง 30 นาที
(ข้อ 10) ผู้ผ่านการฝึกอบรมหลักสูตร จป. หัวหน้างานหรือ จป. บริหาร หรือเป็น จป. บริหารตาม พ.ร.บ. ความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงาน พ.ศ. 2554  ให้ถือว่าผู้นั้นผ่านการฝึกอบรมสำหรับลูกจ้าง
ระดับหัวหน้างานหรือระดับบริหารตามประกาศนี้","met",,,,,,,,,,,,"[]"
"251","33","0","ข้อ 3 ยกเลิกมาตราฐานผลิตภัณฑ์อุตสาหกรรม เครื่องดับเพลิงยกหิ้วชนิทคาร์บอนไดออกไซด์","met",,,,,,,,,,,,"[]"
"252","33","1","ข้อ 4 กำหนดมาตราฐานผลิตภัณฑ์อุตสาหกรรม เครื่องดับเพลิงยกหิ้วชนิทคาร์บอนไดออกไซด์ มาตรฐานเลขที่ มอก.881-2567 ขึ้นใหม่","met",,,,,,,,,,,,"[]"
"259","37","0","กำหนดค่ามาตรฐานสารมลพิษทางอากาศ เช่น PM2.5, PM10, SO₂, NO₂, CO, O₃ เพื่อควบคุมคุณภาพอากาศให้อยู่ในระดับปลอดภัยต่อสุขภาพประชาชน","met",,,,,,,,,,,,"[]"
"260","37","1","ข้อ ๓ ให้นายจ้างจัดให้มีข้อบังคับและคู่มือว่าด้วยความปลอดภัยในการทำงานไว้ในสถานประกอบกิจการ","met",,,,,,,,,,,,"[]"
"261","37","2","ข้อ ๔ ให้นายจ้างซึ่งมีผู้รับเหมาชั้นต้นหรือผู้รับเหมาช่วงเข้ามาปฏิบัติงานในสถานประกอบกิจการ จัดให้มีข้อบังคับและคู่มือตามข้อ ๓","met",,,,,,,,,,,,"[]"
"262","37","3","ข้อ ๕ ให้นายจ้างจัดการอบรมลูกจ้างให้มีความรู้เกี่ยวกับข้อบังคับและคู่มือตามข้อ ๓ ก่อนการปฏิบัติงาน","met",,,,,,,,,,,,"[]"
"263","37","4","ข้อ ๗ ให้นายจ้างในสถานประกอบกิจการที่มีลูกจ้างตั้งแต่ยี่สิบคนขึ้นไป แต่งตั้งลูกจ้างระดับหัวหน้างาน","met",,,,,,,,,,,,"[]"
"264","37","5","ข้อ ๑๖ ให้นายจ้างในสถานประกอบกิจการที่มีลูกจ้างตั้งแต่หนึ่งร้อยคนขึ้นไป แต่งตั้งลูกจ้างเป็นเจ้าหน้าที่ความปลอดภัยในการทำงานระดับวิชาชีพประจำสถานประกอบกิจการอย่างน้อยหนึ่งคน เพื่อปฏิบัติงานเฉพาะด้านความปลอดภัย","met",,,,,,,,,,,,"[]"
"265","37","6","ข้อ ๑๙ ให้นายจ้างในสถานประกอบกิจการที่มีลูกจ้างตั้งแต่ยี่สิบคนขึ้นไป แต่งตั้งลูกจ้างระดับบริหารทุกคนเป็นเจ้าหน้าที่ความปลอดภัยในการทำงานระดับบริหารของสถานประกอบกิจการ","met",,,,,,,,,,,,"[]"
"266","37","7","ข้อ ๒๓ สถานประกอบกิจการที่มีลูกจ้างตั้งแต่หนึ่งร้อยคนขึ้นไปแต่ไม่ถึงห้าร้อยคน ให้มีกรรมการไม่น้อยกว่าเจ็ดคน ประกอบด้วย นายจ้างหรือผู้แทนนายจ้างระดับบริหาร เป็นประธานกรรมการผู้แทนนายจ้างระดับบังคับบัญชาสองคนและผู้แทนลูกจ้างสามคน เป็นกรรมการ โดยมีเจ้าหน้าที่ความปลอดภัยในการทำงานระดับวิชาชีพ เป็นกรรมการและเลขานุการ","met",,,,,,,,,,,,"[]"
"267","37","8","ข้อ ๓๓ ให้นายจ้างในสถานประกอบกิจการที่มีลูกจ้างตั้งแต่สองร้อยคนขึ้นไป จัดให้มีหน่วยงานความปลอดภัยภายในสามร้อยหกสิบวันนับแต่วันที่กฎกระทรวงนี้มีผลใช้บังคับ หรือภายในสามร้อยหกสิบวันนับแต่วันที่มีลูกจ้างครบสองร้อยคน","met",,,,,,,,,,,,"[]"
"268","37","9","ข้อ ๓๖ ให้นายจ้างแจ้งชื่อเจ้าหน้าที่ความปลอดภัยในการทำงานตามหมวด ๑ เพื่อขึ้นทะเบียนต่อกรมสวัสดิการและคุ้มครองแรงงาน ตามหลักเกณฑ์และวิธีการที่อธิบดีประกาศกำหนด","met",,,,,,,,,,,,"[]"
"269","37","10","ข้อ ๓๗ ให้นายจ้างส่งรายงานผลการดำเนินงานของเจ้าหน้าที่ความปลอดภัยในการทำงานระดับเทคนิคขั้นสูงและระดับวิชาชีพต่ออธิบดีหรือผู้ซึ่งอธิบดีมอบหมายตามแบบที่อธิบดีประกาศกำหนด ทุกสามเดือนตามปีปฏิทิน ทั้งนี้ ภายในเวลาไม่เกินสามสิบวันนับแต่วันที่ครบกำหนด","met",,,,,,,,,,,,"[]"
"479","97","0","เผยแพร่ข้อมูลให้คนในองค์กรณ์ตะหนักถึงการรับมือภัยคุกคามไซเบอร์
จัดทำแผนรับมือภัยคุกคามทางไซเบอร์
จัดทำนโยบายการรักษาความมั่นคงปลอดภัยไซเบอร์","met",,,,,,,,,,,,"[]"
"249","32","1","ข้อ 3 คุณสมบัติเป็นจป.วิชาชีพที่สำเร็จการศึกษาไม่ต่ำกว่าระดับปริญญาตรี สาขาอาชีวอนามัยและความปลอดภัยหรือเทียบเท่า ต้องสำเร็จการศึกษาในหลักสูตรการศึกษาจากกระทรวงการอุดมการศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม","met",,,,,,,,,,,,"[]"
"250","32","2","ข้อ 4  ผู้ที่สำเร็จการศึกษาไม่ต่ำกว่าระดับปริญญาตรี สาขาอาชีวอนามัยและความปลอดภัยหรือเทียบเท่าจากกรมสวัสดิการคุ้มครองแรงงาน ก่อนที่ประกาศนี้มีผลใช้บังคับถือเป็นผู้มีคุณสมบัติตามข้อ 2(1) แห่งกฎกระทรวงการจัดให้มีเจ้าหน้าที่ความปลอดภัยในการทำงาน บุคลากร หน่วยงาน หรือคณะบุคคล เพื่อดำเนินการด้านความปลอดภัยในสถานประกอบกิจการตามข้อบังคับพ.ศ. 2565","met",,,,,,,,,,,,"[]"
"257","36","0","ข้อ 3 ยกเลิกประกาศกระทรวงสาธารณสุข เรื่อง ชื่อหรืออาการสำคัญของโรคจากสิ่งแวดล้อม พ.ศ. 2563 (ลงวันที่ 29 ธันวาคม 2563) และ3.	ประกาศกระทรวงสาธารณสุข เรื่อง ชื่อหรืออาการสำคัญของโรคจากสิ่งแวดล้อม (ฉบับที่ 2) พ.ศ. 2565 (ลงวันที่ 7 มีนาคม 2565)","met",,,,,,,,,,,,"[]"
"258","36","1","ข้อ 2 กำหนดให้โรคหรืออาการสำคัญดังต่อไปนี้เป็นโรคจากสิ่งแวดล้อม
(1) โรคหรืออาการที่เกิดจากตะกั่วหรือสารประกอบของตะกั่ว โดยมีอาการสำคัญที่แตกต่างกันในบุคคลที่มีอายุต่ำกว่าสิบห้าปีบริบูรณ์ และหญิงตั้งครรภ์
(2) โรคหรืออาการที่เกิดจากการสัมผัสฝุ่นละอองขนาดไม่เกิน ๒.๕ ไมครอน โดยมีอาการสำคัญเกี่ยวข้องกับระบบทางเดินหายใจ หัวใจ ดวงตา และผิวหนัง
(3) โรคหรืออาการที่เกิดจากรังสีแตกตัวหรือจากรังสีชนิดก่อไอออน โดยมีอาการผิดปกติเฉียบพลัน อาการบาดเจ็บเฉพาะที่ และอาการที่เกิดในระยะยาว ซึ่งรวมถึงความผิดปกติทางร่างกายหรือทางพันธุกรรมในทารกในครรภ์","met",,,,,,,,,,,,"[]"
"293","44","0","กำหนดให้สาขาอาชีพช่างไฟฟ้า อิเล็กทรอนิกส์และคอมพิวเตอร์ เฉพาะสาขาช่างไฟฟ้าภายในอาคาร เป็นสาขาอาชีพที่อาจเป็นอันตรายต่อสาธารณะ ซึ่งต้องดำเนินการโดยผู้ได้รับหนังสือรับรองความรู้ความสามารถตามกฎหมายว่าด้วยการส่งเสริมการพัฒนาฝีมือแรงงาน","met",,,,,,,,,,,,"[]"
"509","147","0","ข้อ 2 ยกเลิกประกาศกรมสวัสดิการและคุ้มครองแรงงาน เรื่อง สัญลักษณ์เตือนอันตราย เครื่องหมายเกี่ยวกับความปลอดภัยฯ และข้อความแสดงสิทธิและหน้าที่ของนายจ้างและลูกจ้าง พ.ศ. 2554","met","Safety","ปีละ 1 ครั้ง และเมื่อกฎหมายเปลี่ยนแปลง","- แสดงไว้ในคู่มือความปลอดภัย
- ไซต์สื่อสาร Jastel Safety
- ไฟล์อบรมอบรมความปลอดภัย",,,,,,,,,"[]"
"510","147","1","ข้อ 3 นายจ้างต้องติดประกาศข้อความแสดงสิทธิและหน้าที่ของนายจ้างและลูกจ้างด้านความปลอดภัยฯ ในที่ที่เห็นได้ง่าย ณ สถานประกอบกิจการ","met",,,,,,,,,,,,"[]"
"378","83","0","1. นายจ้างต้องจัดให้มีอุปกรณ์คุ้มครองความปลอดภัยส่วนบุคคลที่เหมาะสมกับงานนั่งร้านและค้ำยัน  และดูแลให้ลูกจ้าง
สวมใส่ตลอดระยะเวลาที่ลูกจ้างทำงาน
","met",,,,,,,,,,,,"[]"
"253","34","0","ข้อ ๓ การกำหนดแบบฟอร์มการแจ้งและรายงาน
กำหนดให้ใช้ แบบฟอร์มตามที่แนบท้ายประกาศ สำหรับการดำเนินงานในแต่ละขั้นตอน ได้แก่
1.แบบการรับแจ้งของพนักงานเจ้าหน้าที่ (ใช้บันทึกข้อมูลที่ได้รับจากนายจ้าง) แบบฟอร์ม บจ ๓๐/๑ บจ ๓๐/๒ หรือ บจ ๓๐/๓
2.แบบการแจ้งของผู้รับผิดชอบในสถานพยาบาล (ใช้สำหรับแจ้งข้อมูลต่อพนักงานเจ้าหน้าที่)
3.แบบการรายงานของพนักงานเจ้าหน้าที่ 
ใช้รายงานข้อมูลต่อกรมควบคุมโรค และคณะกรรมการควบคุมโรคจากการประกอบอาชีพและโรคจากสิ่งแวดล้อมจังหวัดหรือกรุงเทพมหานคร แบบฟอร์ม บร ๓๑/๑
แบบทั้งหมดต้องเป็นไปตามรูปแบบที่แนบท้ายประกาศ เพื่อให้เป็นมาตรฐานเดียวกันทั่วประเทศ","met",,,,,,,,,,,,"[]"
"254","34","1","ข้อ ๔ วิธีการแจ้งและรายงานข้อมูล
นายจ้าง, ผู้รับผิดชอบในสถานพยาบาล และพนักงานเจ้าหน้าที่สามารถแจ้งหรือรายงานข้อมูลได้โดยวิธีการทางอิเล็กทรอนิกส์หรือ ช่องทางดิจิทัล โปรแกรม หรือแอปพลิเคชันช่องทางเหล่านี้ต้องเป็น ระบบที่จัดทำหรือควบคุมโดยกรมควบคุมโรค กระทรวงสาธารณสุข","met",,,,,,,,,,,,"[]"
"278","42","0","(๒) ลักษณะที่สอง ได้แก่ สถานที่เก็บน้ํามันชนิดใดชนิดหนึ่งหรือหลายชนิด ดังต่อไปนี้
 (ก) สถานที่เก็บน้ํามันชนิดไวไฟมากที่มีปริมาณเกิน ๔๐ ลิตร แต่ไม่เกิน ๔๕๔ ลิตร
 (ข) สถานที่เก็บน้ํามันชนิดไวไฟปานกลางที่มีปริมาณเกิน ๒๒๗ ลิตร แต่ไม่เกิน ๑,๐๐๐ ลิตร
 (ค) สถานที่เก็บน้ํามันชนิดไวไฟน้อยที่มีปริมาณเกิน ๔๕๔ ลิตร แต่ไม่เกิน ๑๕,๐๐๐ ลิตร","met",,,,,,,,,,,,"[]"
"297","46","0","เพิ่มความต่อไปนี้เป็นวรรค 4 ของข้อ 2 แห่งประกาศกรมสวัสดิการและคุ้มครองแรงงานเรื่อง หลักเกณฑ์ 
วิธีการ และเงื่อนไขการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้าสำหรับลูกจ้าง ซึ่งปฏิบัติงานเกี่ยวกับ ไฟฟ้า ลงวันที่ 24 ธันวาคม พ.ศ. 2558
      “ในกรณีที่ลูกจ้างได้รับหนังสือรับรองความรู้ความสามารถ สาขาช่างไฟฟ้าภายในอาคารของกรมพัฒนาฝีมือแรงงาน ให้ถือว่าเป็นผู้ที่ผ่านการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้าตามประกาศฉบับนี้”","met",,,,,,,,,,,,"[]"
"511","147","2","ข้อ 4 นายจ้างต้องติดประกาศสัญลักษณ์เตือนอันตรายและเครื่องหมายเกี่ยวกับความปลอดภัยฯ ให้เหมาะสมกับลักษณะและสภาพการทำงาน ในที่ที่เห็นได้ง่าย","met",,"1 ครั้ง/เดือน หรือพบว่าชำรุด ซีดจาง ถูกบัง หรือไม่ตรงกับความเสี่ยง","แบบตรวจสอบความปลอดภัย",,,,,,,,,"[]"
"512","147","3","ข้อ 5 สัญลักษณ์เตือนอันตรายและเครื่องหมายความปลอดภัยต้องเป็นไปตามมาตรฐานผลิตภัณฑ์อุตสาหกรรม หรือมาตรฐานสากล เช่น ISO, EN, AS/NZS, ANSI, JIS, NIOSH, OSHA, KSA หรือมาตรฐานอื่นที่เทียบเท่า","met",,,,,,,,,,,,"[]"
"273","38","0","กำหนดให้โรคหรืออาการสำคัญดังต่อไปนี้เป็นโรคจากสิ่งแวดล้อม เพื่อประโยชน์ในการเฝ้าระวัง ป้องกันและควบคุมโรคจากสิ่งแวดล้อม 
     1. โรคจากตะกั่วหรือสารประกอบของตะกั่ว 
","met",,,,,,,,,,,,"[]"
"271","37","12","ข้อ ๔๐ นายจ้างต้องจัดทำสำเนาบันทึก รายงานการดำเนินงาน หรือรายงานการประชุมเกี่ยวกับการดำเนินการของคณะกรรมการและหน่วยงานความปลอดภัย เก็บไว้ในสถานประกอบกิจการเป็นเวลาไม่น้อยกว่าสองปีนับแต่วันจัดทำ และพร้อมที่จะให้พนักงานตรวจแรงงานตรวจสอบ","met",,,,,,,,,,,,"[]"
"272","37","13","ข้อ ๔๑ ให้นายจ้างส่งสำเนารายชื่อคณะกรรมการและหน้าที่รับผิดชอบตามข้อ ๓๒ ต่ออธิบดีหรือผู้ซึ่งอธิบดีมอบหมายภายในสิบห้าวันนับแต่วันที่แต่งตั้งหรือเปลี่ยนแปลงกรรมการ","met",,,,,,,,,,,,"[]"
"294","45","0","ข้อ ๒ การจัดฝึกอบรมให้กับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้าเข้ารับการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้า ให้นายจ้างจัดทำทะเบียนรายชื่อผู้ที่ผ่านการฝึกอบรม วัน เวลาที่ฝึกอบรมพร้อมรายชื่อวิทยากรเก็บไว้ ณ สถานประกอบกิจการ และให้แจ้งทะเบียนรายชื่อผู้ที่ผ่านการฝึกอบรม วัน เวลาที่ฝึกอบรมพร้อมรายชื่อวิทยากรต่อพนักงานตรวจความปลอดภัยในเขตพื้นที่รับผิดชอบภายในสิบห้าวันนับแต่วันที่เสร็จสิ้นการฝึกอบรม","met",,,,,,,,,,,,"[]"
"295","45","1","ข้อ ๓ การฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้าให้กับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้า ต้องมีระยะเวลาการฝึกอบรมไม่น้อยกว่าสามชั่วโมง และอย่างน้อยต้องมีหัวข้อวิชาตามกำหนด","met",,,,,,,,,,,,"[]"
"296","45","2","ข้อ ๕ วิทยากรผู้ทำการฝึกอบรมความปลอดภัยในการทำงานเกี่ยวกับไฟฟ้า ต้องมีคุณสมบัติตามกำหนด","met",,,,,,,,,,,,"[]"
"277","41","0","ใช้บังคับตั้งแต่วันที่ 16 มกราคม 2556 เป็นต้นไป  
   กำหนดมาตรฐานผลิตภัณฑ์อุตสาหกรรมเต้าเสียบและเต้ารับสำหรับใช้ในที่อยู่อาศัยและงานทั่วไปที่มีจุดประสงค์คล้ายกัน : เต้าปรับ มาตรฐานเลขที่ มอก. 2431 – 2555 ไว้ ดังนี้
     1. ขอบข่าย
     ครอบคลุมเต้าปรับมีตัวปิดช่อง เต้าปรับไม่มีตัวปิดช่อง เต้าปรับมีฟิวส์ และเต้าปรับไม่มีฟิวส์ ทั้งชนิดที่มีและไม่มีขั้วสายดิน และใช้สำหรับไฟฟ้ากระแสสลับที่มีแรงดันไฟฟ้าที่กำหนดเกิน 250 โวลต์ และมีกระแสไฟฟ้าที่กำหนดไม่เกิน 16 แอมแปร์ เหมาะสำหรับใช้ในที่มีอุณหภูมิโดยรอบตามปกติไม่เกิน 40oC
     ไม่ครอบคลุมถึงเต้าปรับสำหรับแรงดันไฟฟ้าต่ำพิเศษ
โดยมีการกำหนดเกี่ยวกับ
","met",,,,,,,,,,,,"[]"
"275","39","1","หมวด ๓
การประกอบกิจการควบคุม
มาตรา ๑๗ เพื่อให้การควบคุมการประกอบกิจการเป็นไปอย่างมีประสิทธิภาพและเพื่อปกป้องประชาชน
ให้มีความปลอดภัย ให้รัฐมนตรีมีอำนาจออกกฎกระทรวงกำหนดประเภทกิจการควบคุมของการมีน้ำมันเชื้อเพลิง
ไว้ในครอบครอง สถานีบริการน้ำมันเชื้อเพลิง คลังน้ำมันเชื้อเพลิงและการขนส่งน้ำมันเชื้อเพลิง สำหรับน้ำมัน
เชื้อเพลิงชนิดใดชนิดหนึ่ง หรือทุกชนิดรวมกัน ให้สอดคล้องกับระดับอันตรายที่อาจจะเกิดขึ้น โดยแบ่งเป็น ๓
ประเภท ดังนี้
(๑) ประเภทที่ ๑ ได้แก่กิจการที่สามารถประกอบการได้ทันทีตามความประสงค์ของผู้ประกอบกิจการ
(๒) ประเภทที่ ๒ ได้แก่กิจการที่เมื่อจะประกอบการต้องแจ้งให้พนักงานเจ้าหน้าที่ทราบก่อน
(๓) ประเภทที่ ๓ ได้แก่กิจการที่ต้องได้รับใบอนุญาตจากผู้อนุญาตก่อนจึงจะประกอบการได้","met",,,,,,,,,,,,"[]"
"279","43","0","ข้อ ๓ ให้นายจ้างจัดให้มีข้อบังคับเกี่ยวกับการปฏิบัติงานด้านความปลอดภัย อาชีวอนามัย และสภาพแวดล้อมในการทำงานเกี่ยวกับไฟฟ้า โดยให้มีมาตรฐานไม่ต่ำกว่าที่กำหนดไว้ในกฎกระทรวงนี้เพื่อให้ลูกจ้างปฏิบัติตาม","met",,,,,,,,,,,,"[]"
"280","43","1","ข้อ ๔ ให้นายจ้างจัดให้มีการฝึกอบรมให้กับลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้าให้มีความรู้ความเข้าใจ และทักษะที่จำเป็นในการทำงานอย่างปลอดภัยตามหน้าที่ที่ได้รับมอบหมาย ทั้งนี้ตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่อธิบดีประกาศกำหนด","met",,,,,,,,,,,,"[]"
"281","43","2","ข้อ ๕ ให้นายจ้างจัดให้มีและเก็บรักษาแผนผังวงจรไฟฟ้าที่ติดตั้งภายในสถานประกอบกิจการทั้งหมดซึ่งได้รับการรับรองจากวิศวกรหรือการไฟฟ้าประจำ ท้องถิ่นไว้ให้พนักงานตรวจความปลอดภัยตรวจสอบ หากมีการแก้ไขเพิ่มเติมหรือเปลี่ยนแปลงไปจากเดิมต้องดำเนินการแก้ไขแผนผังนั้นให้ถูกต้อง","met",,,,,,,,,,,,"[]"
"282","43","3","ข้อ ๖ ให้นายจ้างจัดให้มีแผ่นป้ายที่มีตัวอักษรหรือสัญลักษณ์เตือนให้ระวังอันตรายจากไฟฟ้าที่มองเห็นได้ชัดเจนติดตั้งไว้โดยเปิดเผยในบริเวณที่อาจเกิดอันตรายจากกระแสไฟฟ้า ทั้งนี้ให้เป็นไปตามแบบที่กำหนดไว้ในมาตรฐานผลิตภัณฑ์อุตสาหกรรมหรือมาตรฐานอื่นตามที่อธิบดีประกาศกำหนด","met",,,,,,,,,,,,"[]"
"283","43","4","ข้อ ๗ ห้ามนายจ้างให้ลูกจ้างซึ่งปฏิบัติงานเกี่ยวกับไฟฟ้าเข้าใกล้หรือนำสิ่งที่เป็นตัวนำไฟฟ้าที่ไม่มีที่ถือหุ้มด้วยฉนวนไฟฟ้าที่เหมาะสมกับแรงดันไฟฟ้าเข้าใกล้สิ่งที่มีกระแสไฟฟ้าในระยะที่น้อยกว่าระยะห่างตามมาตรฐานของสมาคมวิศวกรรมสถานแห่งประเทศไทย ในพระบรมราชูปถัมภ์ หากยังไม่มีมาตรฐานดังกล่าวให้ใช้มาตรฐานตามที่การไฟฟ้าประจำท้องถิ่นกำหนด เว้นแต่นายจ้างจะได้ดำเนินการดังต่อไปนี้
(๑) ให้ลูกจ้างสวมใส่อุปกรณ์คุ้มครองความปลอดภัยส่วนบุคคลที่เป็นฉนวนไฟฟ้าที่เหมาะสมกับแรงดันไฟฟ้า หรือนำฉนวนไฟฟ้าที่สามารถป้องกันแรงดันไฟฟ้านั้นได้มาหุ้มสิ่งที่มีกระแสไฟฟ้า และ
(๒) จัดให้มีวิศวกร หรือกรณีการไฟฟ้าประจำท้องถิ่นอาจจัดให้ผู้ที่ได้รับการรับรองเป็นผู้ควบคุมงานจากการไฟฟ้าประจำท้องถิ่นดังกล่าว เพื่อควบคุมการปฏิบัติงานของลูกจ้าง","met",,,,,,,,,,,,"[]"
"284","43","5","ข้อ ๙ ให้นายจ้างดูแลมิให้ลูกจ้างสวมใส่เครื่องนุ่งห่มที่เปียกหรือเป็นสื่อไฟฟ้าปฏิบัติงานเกี่ยวกับสิ่งที่มีกระแสไฟฟ้าที่มีแรงดันไฟฟ้าเกินกว่าห้าสิบโวลต์ โดยไม่มีฉนวนไฟฟ้าปิดกั้น เว้นแต่นายจ้างจะได้จัดให้ลูกจ้างสวมใส่อุปกรณ์คุ้มครองความปลอดภัยส่วนบุคคลหรือใช้อุปกรณ์ป้องกันอันตรายที่เหมาะสมกับแรงดันไฟฟ้าสำหรับการปฏิบัติงานของลูกจ้าง","met",,,,,,,,,,,,"[]"
"285","43","6","ข้อ ๑๐ ในกรณีที่นายจ้างให้ลูกจ้างทำงานโดยใช้อุปกรณ์ในการปฏิบัติงานเกี่ยวกับกระแสไฟฟ้า หรืออยู่ในบริเวณใกล้เคียงกับสิ่งที่มีกระแสไฟฟ้า ให้นายจ้างจัดหาอุปกรณ์ชนิดที่เป็นฉนวนไฟฟ้า หรือหุ้มด้วยฉนวนไฟฟ้า หรืออุปกรณ์ป้องกันอันตรายที่เหมาะสมกับแรงดันไฟฟ้าสำหรับการปฏิบัติงานของลูกจ้าง","met",,,,,,,,,,,,"[]"
